Alter Bridge	rock	alternative rock	hard rock	post-grunge	alternative	alternative metal	metal	Grunge	Alter Bridge	heavy metal	
Tyga	Hip-Hop	rap	hip hop	tyga	young money	west coast	rnb	pop	cali	Lil Wayne	
Mötley Crüe	hard rock	heavy metal	hair metal	80s	rock	Glam Metal	glam rock	metal	classic rock	american	
Kelis	rnb	Hip-Hop	female vocalists	pop	soul	hip hop	dance	rap	electronic	american	
Heart	classic rock	rock	female vocalists	hard rock	80s	70s	heart	pop	american	female vocalist	
Rancid	punk	punk rock	ska punk	ska	rock	hardcore	street punk	alternative	american	ska-punk	
Janelle Monáe	soul	rnb	female vocalists	alternative	funky	funk	pop	Neo-Soul	r&b	american	
Katatonia	doom metal	Progressive metal	depressive rock	Gothic Metal	metal	swedish	death metal	Death Doom Metal	melancholic	rock	
Chromatics	electronic	synthpop	post-punk	indie	experimental	Italo Disco	female vocalists	electronica	american	electro	
Nancy Sinatra	female vocalists	60s	pop	oldies	classic rock	Soundtrack	jazz	american	rock	female vocalist	
Galantis	House	electronic	dance	swedish	pop	electronica	club	Progressive House	electro house	EDM	
Dusty Springfield	soul	female vocalists	60s	pop	oldies	british	Blue-Eyed Soul	rock	jazz	Dusty Springfield	
Poets of the Fall	rock	alternative rock	finnish	alternative	indie	finnish rock	Poets of the Fall	indie rock	finland	soft rock	
Max Richter	ambient	contemporary classical	neoclassical	Classical	electronic	instrumental	piano	modern classical	minimalism	post-classical	
Klangkarussell	House	minimal	electro	tech-house	electronic	deep house	jazz	nu jazz	minimal techno	chillwave	
of Montreal	indie	indie pop	indie rock	alternative	Elephant 6	pop	psychedelic	rock	experimental	fun	
J. Cole	Hip-Hop	rap	underground hip-hop	Jazz Hop	North Carolina	hip hop	j cole	american	underground rap	roc nation	
Timbaland	Hip-Hop	rnb	rap	pop	hip hop	Timbaland	dance	electronic	american	producer	
Phosphorescent	folk	singer-songwriter	indie	Lo-Fi	freak folk	indie folk	Alt-country	americana	american	indie rock	
The Paper Kites	folk	indie	australian	indie folk	acoustic	melbourne	Awesome	folk amorzinho	band: the paper kites	All	
Steve Aoki	electronic	electro	dance	tech house	steve aoki	House	beats	techno	electronica	indie	
Erik Satie	Classical	piano	Impressionist	french	composers	minimalism	ambient	Impressionism	Avant-Garde	composer	
Epica	symphonic metal	Gothic Metal	Female fronted metal	metal	female vocalists	dutch	Power metal	Gothic	symphonic gothic metal	Progressive metal	
Dave Matthews Band	rock	alternative	alternative rock	Jam	Acoustic Rock	acoustic	dave matthews band	jam band	indie	favorites	
Zaz	jazz	french	female vocalists	chanson	French jazz	soul	vocal jazz	france	pop	chanson francaise	
Flyleaf	alternative rock	female vocalists	rock	alternative	hard rock	christian rock	alternative metal	christian	post-grunge	american	
Blue Swede	classic rock	rock	70s	swedish	oldies	pop	One Hit Wonders	Soundtrack	70's	fun	
St. Lucia	indie	electronic	synthpop	Dreamy	electronica	All	indie pop	oon kayny kattomassa	american	south african	
Philip Glass	minimalism	Classical	contemporary classical	Soundtrack	ambient	instrumental	piano	composers	minimal	minimalist	
Serj Tankian	alternative metal	alternative	alternative rock	metal	rock	experimental	singer-songwriter	hard rock	political	Nu Metal	
Zella Day	indie	folk	pop	singer-songwriter	female vocalist	alternative	female vocalists	check out	voice of an angel	sultry rock pop	
Ne-Yo	rnb	soul	Hip-Hop	Ne-Yo	pop	r&b	male vocalists	hip hop	american	singer-songwriter	
The Avett Brothers	folk	Alt-country	bluegrass	americana	country	indie	Recommended	pay attention	kickasstic	North Carolina	
Todd Terje	space disco	electronic	nu disco	electro	cosmic	norwegian	Disco	House	electronica	nu-disco	
Phillip Phillips	folk	rock	American Idol	soul	country	pop rock	folk rock	pop	pillip phillips	singer-songwriter	
Nightmares on Wax	trip-hop	chillout	downtempo	electronic	lounge	electronica	ambient	acid jazz	Warp	trip hop	
Plain White T's	indie	rock	pop punk	alternative	emo	indie rock	alternative rock	pop	punk	pop rock	
Kid Ink	Hip-Hop	rap	hipster rap	west coast	hip hop	All	West Coast Rap	swag	trap	kid ink	
Lamb	trip-hop	electronic	chillout	female vocalists	electronica	downtempo	ambient	trip hop	british	alternative	
Anberlin	rock	alternative rock	alternative	emo	christian rock	christian	indie	punk	indie rock	pop punk	
Ella Eyre	soul	pop	indie	female vocalists	singer-songwriter	british	Voice	UK	All	new 2015	
Slow Magic	chillwave	electronic	glo-fi	downtempo	vintage future	All	Cosmopolitan	chillwave art	future	future trip-hop	
Damon Albarn	britpop	british	indie	alternative	genius	singer-songwriter	experimental	rock	alternative rock	electronic	
Sleigh Bells	electronic	noise pop	Lo-Fi	experimental	female vocalists	indie	alternative	indie rock	noise	american	
Survivor	classic rock	rock	hard rock	80s	AOR	american	Soundtrack	pop	Survivor	melodic rock	
Pyotr Ilyich Tchaikovsky	Classical	romantic	russian	composers	instrumental	composer	classic	piano	ballet	tchaikovsky	
Manu Chao	reggae	latin	alternative	world	ska	french	spanish	rock	folk	World Music	
Ben Harper	singer-songwriter	rock	acoustic	folk	alternative	blues	soul	indie	funk	ben harper	
Neon Indian	electronic	chillwave	psychedelic	Lo-Fi	synthpop	indie	experimental	american	indie pop	synth pop	
Slash	hard rock	rock	guitar	80s	god	classic rock	guitar virtuoso	Slash	heavy metal	guitar god	
Madeon	electronic	dance	DIsco House	french	funky house	House	electro house	electro	french house	dubstep	
Fugazi	post-hardcore	punk	indie	hardcore	indie rock	alternative	rock	emo	post-punk	punk rock	
Bibio	experimental	electronic	folktronica	ambient	folk	idm	electronica	Lo-Fi	british	indie	
Blonde Redhead	indie	indie rock	alternative	female vocalists	rock	dream pop	post-rock	shoegaze	alternative rock	indie pop	
Best Coast	Lo-Fi	indie	female vocalists	garage pop	beach rock	surf rock	surf pop	indie pop	indie rock	Garage Rock	
Arca	electronic	ambient	post-rock	experimental	instrumental	wonky	french	glitch	Hip-Hop	glitch-hop	
Yeasayer	experimental	psychedelic	indie	indie rock	folk	alternative	freak folk	electronic	american	rock	
Echo & the Bunnymen	post-punk	new wave	80s	alternative	indie	british	rock	alternative rock	britpop	liverpool	
Anthrax	thrash metal	metal	heavy metal	speed metal	thrash	american	rock	hard rock	groove metal	80s	
Daughtry	rock	alternative rock	alternative	hard rock	American Idol	post-grunge	male vocalists	daughtry	american	pop rock	
Thin Lizzy	hard rock	classic rock	rock	irish	heavy metal	70s	metal	blues rock	thin lizzy	ireland	
Jethro Tull	Progressive rock	classic rock	folk rock	rock	Progressive	british	folk	hard rock	70s	flute	
Busta Rhymes	Hip-Hop	rap	hip hop	Gangsta Rap	East Coast	Busta Rhymes	new york	hiphop	east coast rap	american	
Cher	pop	female vocalists	80s	dance	rock	cher	diva	70s	90s	female	
Antonio Vivaldi	Classical	baroque	instrumental	composers	classic	italian	composer	vivaldi	violin	Italy	
Ciara	rnb	Hip-Hop	pop	female vocalists	dance	Ciara	hip hop	r&b	rap	american	
America	classic rock	rock	70s	soft rock	folk	folk rock	american	pop	america	singer-songwriter	
C2C	turntablism	Hip-Hop	french	electronic	Scratch Music	scratch	electro	hip hop	jazz	breakbeat	
Drowning Pool	Nu Metal	metal	hard rock	alternative metal	rock	Nu-metal	alternative	heavy metal	alternative rock	Drowning Pool	
Pentatonix	a cappella	pop	futuristic	Awesome	the sing off	covers	acappella	female vocalists	electronic	mashup	
Sex Pistols	punk	punk rock	british	70s	rock	classic rock	Classic Punk	alternative	sex pistols	British Punk	
Panda Bear	experimental	psychedelic	freak folk	indie	folk	New Weird America	electronic	indie rock	psychedelic pop	ambient	
T. Rex	glam rock	classic rock	rock	70s	glam	british	psychedelic	hard rock	pop	alternative	
Creed	rock	alternative rock	hard rock	alternative	Grunge	post-grunge	Creed	metal	american	90s	
Wham!	80s	pop	british	new wave	dance	male vocalists	Wham	oldies	rock	George Michael	
Mount Kimbie	dubstep	ambient	electronic	experimental	minimal	post-dubstep	idm	wonky	future garage	british	
Leona Lewis	pop	female vocalists	rnb	soul	british	leona lewis	female vocalist	singer-songwriter	Ballad	r&b	
Keaton Henson	folk	acoustic	singer-songwriter	melancholic	Mellow	british	indie	indie folk	slowcore	sadcore	
Joe Cocker	classic rock	blues	rock	blues rock	soul	60s	british	Joe Cocker	pop	male vocalists	
Generationals	indie	indie pop	indie rock	jangle pop	New Orleans	pop	alternative	rock	american	All	
Kaskade	House	electronic	deep house	chillout	dance	lounge	electronica	Kaskade	Progressive House	trance	
Ace of Base	pop	dance	90s	swedish	female vocalists	eurodance	electronic	Europop	Ace Of Base	80s	
2NE1	k-pop	Korean	dance	pop	yg family	female vocalists	2NE1	Kpop	Hip-Hop	electronic	
You Me at Six	pop punk	rock	powerpop	pop rock	emo	british	alternative rock	alternative	punk rock	power pop	
Röyksopp & Robyn	electronic	swedish	pop	female vocalists	robyn	Norway	norwegian	Sweden	House	electronica	
Youth Lagoon	dream pop	Lo-Fi	indie	chillwave	glo-fi	indie pop	american	Neo-Psychedelia	electronic	psychedelic	
The Mars Volta	Progressive rock	experimental	rock	alternative	Progressive	alternative rock	psychedelic	indie	Experimental Rock	Psychedelic Rock	
Parquet Courts	post-punk	Garage Rock	indie	noise rock	alternative	indie rock	american	punk	new york	punk rock	
The Jimi Hendrix Experience	classic rock	Psychedelic Rock	rock	blues	psychedelic	blues rock	60s	hard rock	guitar	Acid Rock	
Future	Hip-Hop	rap	Dirty South	atlanta	hip hop	weezy f aka yancy tate	american	trap rap	trap	rnb	
Rainbow	hard rock	classic rock	heavy metal	rock	metal	british	70s	80s	Progressive rock	Rainbow	
Ludacris	rap	Hip-Hop	Dirty South	hip hop	Ludacris	southern rap	hiphop	atlanta	rnb	Gangsta Rap	
Alex Turner	british	indie	indie rock	singer-songwriter	so very british	rock	alternative	arctic monkeys	alex turner	pure talent	
Jamie xx	dubstep	electronic	future garage	UK Garage	wonky	british	post-dubstep	bass	producer	ambience	
Oliver Heldens	House	techno	dubstep	deep house	future house	dutch	EDM	big room house	electronic	Progressive House	
Supergrass	britpop	indie	rock	british	alternative	indie rock	alternative rock	90s	pop	indie pop	
tUnE-yArDs	experimental	freak folk	indie	folk	female vocalists	acoustic	american	Lo-Fi	indie pop	electronic	
David Gray	singer-songwriter	acoustic	indie	alternative	rock	british	pop	folk	David Gray	alternative rock	
Wild Nothing	dream pop	shoegaze	indie pop	indie	tweegaze	Lo-Fi	american	pop	chillwave	alternative	
Europe	hard rock	rock	80s	classic rock	hair metal	swedish	heavy metal	Glam Metal	metal	Europe	
Feed Me	dubstep	electronic	electro	House	breakbeat	electro house	breaks	Brostep	dance	Drum and bass	
The Horrors	Garage Rock	indie	horror punk	british	punk	post-punk	shoegaze	indie rock	Garage Punk	rock	
Joshua Radin	acoustic	singer-songwriter	indie	folk	Mellow	male vocalists	alternative	american	Joshua Radin	scrubs	
College	synthpop	electronic	french	electro	VALERIE	electropop	synth pop	electronica	emo	Soundtrack	
Apparat	idm	electronic	ambient	experimental	electronica	glitch	german	minimal	techno	electro	
Behemoth	death metal	black metal	Blackened Death Metal	metal	polish	black death metal	Brutal Death Metal	Technical Death Metal	poland	polish death metal	
Darkside	electronic	minimal	experimental	death metal	Darkcore	ambient	hardcore	downtempo	psychedelic	electronica	
Fugees	Hip-Hop	rap	soul	hip hop	rnb	reggae	90s	fugees	female vocalists	american	
Josef Salvat	indie	experimental	indie pop	alternative	pop	australian	male vocalists	guys I would fuck	again	try	
LMFAO	electronic	Hip-Hop	electro	Crunk	hip hop	dance	pop	electronica	Electro-Hop	lmfao	
Chairlift	electronic	indie	indie pop	female vocalists	pop	dream pop	american	electropop	alternative	melancholic	
The Dead Weather	Garage Rock	rock	alternative	Stoner Rock	jack white	alternative rock	blues rock	indie	female vocalists	indie rock	
Guano Apes	rock	alternative rock	alternative	female vocalists	german	hard rock	crossover	metal	Nu Metal	alternative metal	
Wild Beasts	indie rock	indie	british	indie pop	experimental	Leeds	art rock	dream pop	post-punk	falsetto	
Primal Scream	rock	indie	electronic	alternative	britpop	british	indie rock	alternative rock	electronica	Scottish	
Siouxsie and the Banshees	post-punk	new wave	80s	Gothic	goth	Gothic Rock	punk	female vocalists	alternative	british	
James Morrison	singer-songwriter	british	soul	pop	acoustic	male vocalists	James Morrison	britpop	rock	pop rock	
Martin Tungevaag	House	dubstep	electronic	dance	Norway	norwegian	Norge	2014	russelaat	
Mos Def	Hip-Hop	rap	hip hop	underground hip-hop	alternative rap	new york	mos def	hiphop	Brooklyn	east coast rap	
Ariel Pink	Lo-Fi	psychedelic	experimental	indie	New Weird America	folk	rock	american	Ariel Pink	00s	
My Morning Jacket	indie	indie rock	Alt-country	rock	alternative	americana	alternative rock	indie pop	folk	Southern Rock	
Yiruma	piano	instrumental	Classical	Korean	new age	contemporary classical	yiruma	neoclassical	chillout	relax	
Godspeed You! Black Emperor	post-rock	instrumental	experimental	ambient	post rock	Canadian	indie	alternative	Avant-Garde	rock	
Frank Zappa	Progressive rock	experimental	rock	jazz	classic rock	Avant-Garde	Progressive	zappa	alternative	psychedelic	
Roy Orbison	classic rock	oldies	rockabilly	60s	rock	Rock and Roll	singer-songwriter	rock n roll	pop	roy orbison	
Chevelle	alternative rock	rock	alternative	hard rock	alternative metal	metal	Nu Metal	post-grunge	chevelle	american	
The Doobie Brothers	classic rock	rock	70s	Southern Rock	soft rock	The Doobie Brothers	pop	yacht rock	american	80s	
The Pussycat Dolls	pop	rnb	dance	female vocalists	Hip-Hop	The Pussycat Dolls	american	Girl Groups	sexy	pussycat dolls	
The Last Shadow Puppets	indie	british	indie rock	alternative	rock	alternative rock	britpop	alex turner	Retro	UK	
Nouvelle Vague	Bossa Nova	french	female vocalists	chillout	indie	lounge	indie pop	pop	new wave	covers	
Temples	psychedelic	Psychedelic Rock	indie rock	indie	neo-psych	Stoner Rock	british	Neo-Psychedelia	rock	doom metal	
DJ Snake	electronic	trap	dance	bass	EDM	House	france	twerk	seen live	
Dean Martin	jazz	swing	oldies	easy listening	lounge	Rat Pack	crooners	male vocalists	Dean Martin	50s	
Blue Foundation	trip-hop	electronic	chillout	ambient	danish	female vocalists	downtempo	indie	electronica	alternative	
Mono	post-rock	instrumental	japanese	ambient	post rock	experimental	trip-hop	indie	rock	electronic	
Flux Pavilion	dubstep	electronic	bass	Filthstep	heavy dubstep	Brostep	british	Grime	Drum and bass	electronica	
Nicolas Jaar	minimal	electronic	deep house	House	techno	downtempo	ambient	experimental	microhouse	idm	
Gavin DeGraw	singer-songwriter	rock	pop	alternative	Acoustic Rock	acoustic	pop rock	indie	male vocalists	Gavin DeGraw	
Roxy Music	glam rock	new wave	rock	80s	classic rock	art rock	Progressive rock	70s	glam	british	
Four Tet	electronic	experimental	idm	electronica	instrumental	ambient	post-rock	indie	downtempo	chillout	
Band of Skulls	rock	indie	alternative	british	blues	indie rock	blues rock	alternative rock	Garage Rock	female vocalists	
Yelle	french	electronic	electropop	female vocalists	electro	pop	dance	indie	Electroclash	france	
Death	death metal	Technical Death Metal	progressive death metal	Progressive metal	metal	old school death metal	thrash metal	american	Melodic Death Metal	death	
Alexandre Desplat	Soundtrack	instrumental	Classical	composer	score	french	contemporary classical	orchestral	composers	piano	
Grateful Dead	classic rock	Psychedelic Rock	psychedelic	folk	rock	Jam	George Ellias	ellias	jam band	60s	
Above & Beyond	trance	progressive trance	vocal trance	electronic	dance	uplifting trance	Anjunabeats	electronica	melodic trance	chillout	
Bahamas	Canadian	singer-songwriter	canada	indie	rock	Progressive rock	toronto	2010s	folk	indie folk	
Seal	soul	pop	singer-songwriter	90s	rock	british	male vocalists	Seal	rnb	alternative	
Kindness	Disco	electronic	british	indie	electronica	synthpop	Retro	funk	downtempo	indietronica	
Barenaked Ladies	rock	alternative	Canadian	alternative rock	pop	90s	indie	pop rock	Barenaked Ladies	canada	
Digitalism	electronic	electro	dance	german	electronica	new rave	House	indie	minimal	techno	
Gold Panda	electronic	chillwave	psychedelic	dubstep	glo-fi	idm	experimental	british	glitch	electronica	
Fort Minor	Hip-Hop	rap	alternative	hip hop	rock	Fort Minor	rapcore	american	alternative rock	Linkin Park	
Tennis	indie pop	Lo-Fi	indie	chillwave	electronic	female vocalists	surf pop	dream pop	Surf	alternative	
The Whitest Boy Alive	indie	electronic	indie pop	norwegian	electronica	pop	german	alternative	scandinavian	Mellow	
The Lonely Island	comedy	rap	Hip-Hop	parody	funny	american	hip hop	comedy rap	garfield sex music	pop	
Hole	Grunge	female vocalists	rock	alternative	alternative rock	riot grrrl	90s	punk	punk rock	american	
Amon Tobin	electronic	trip-hop	idm	ninja tune	electronica	downtempo	experimental	chillout	jazz	Drum and bass	
Thomas Newman	Soundtrack	instrumental	ambient	Classical	chillout	composer	composers	score	Soundtracks	piano	
Parkway Drive	metalcore	hardcore	melodic metalcore	australian	metal	deathcore	screamo	Melodic Death Metal	post-hardcore	melodic hardcore	
The Wanted	pop	british	the wanted	Garage Rock	psychobilly	dance	boyband	male vocalists	electronic	boybands	
Alexi Murdoch	singer-songwriter	folk	acoustic	indie	Mellow	british	alternative	Scottish	indie rock	indie folk	
Zola Jesus	Lo-Fi	psychedelic	ambient	noise	noise pop	experimental	female vocalists	electronic	darkwave	witch house	
The Birthday Massacre	industrial	Gothic	Synth-Rock	electronic	female vocalists	darkwave	Gothic Rock	rock	synth rock	Canadian	
Friendly Fires	electronic	indie	new rave	indietronica	dance	british	indie rock	alternative	indie pop	electronica	
Oh Land	electronic	female vocalists	danish	experimental	electronica	pop	electropop	indie	indie pop	synthpop	
At the Gates	Melodic Death Metal	death metal	metal	swedish	gothenburg metal	Swedish Metal	thrash metal	Swedish Death Metal	black metal	Sweden	
Haerts	dream pop	indie	indie pop	chillout	LastfmSC	american	female vocalists	new york	electronic	female-vocalist	
New Found Glory	pop punk	punk	punk rock	rock	emo	alternative	Pop-punk	alternative rock	hardcore	new found glory	
The Band	classic rock	rock	folk rock	folk	americana	Canadian	60s	country rock	Southern Rock	The Band	
Boyce Avenue	acoustic	alternative	rock	indie	youtube	cover	alternative rock	pop rock	american	male vocalists	
Nicole Scherzinger	pop	rnb	female vocalists	sexy	Hip-Hop	dance	Nicole Scherzinger	american	hot	r&b	
The Stooges	punk	proto-punk	Garage Rock	rock	punk rock	classic rock	hard rock	70s	american	garage	
Duke Ellington	jazz	swing	Big Band	piano	blues	jazz piano	oldies	american	composers	duke ellington	
Tom Petty	classic rock	rock	singer-songwriter	80s	folk	Tom Petty	american	alternative	pop	folk rock	
Mike Oldfield	Progressive rock	new age	instrumental	electronic	ambient	rock	pop	british	Progressive	Mike Oldfield	
Miguel	rnb	soul	r&b	Hip-Hop	miguel	pop	hip hop	male vocalists	Hip Hop/Rap	american	
Atlas Genius	indie rock	electronic	indie	synthpop	australian	rock	pop	indie pop	electropop	alternative	
Junip	indie	folk	swedish	acoustic	alternative	indie folk	indie pop	indie rock	Sweden	folk rock	
Faithless	electronic	trip-hop	dance	House	electronica	trance	british	alternative	chillout	Faithless	
Kurt Vile	Lo-Fi	psychedelic	indie	bedroom pop	noise	singer-songwriter	folk	indie rock	folk rock	Psychedelic Rock	
Sarah McLachlan	female vocalists	singer-songwriter	pop	Canadian	alternative	folk	Sarah McLachlan	rock	female	female vocalist	
Poliça	electronic	indie	female vocalists	indie pop	Neo-Psychedelia	experimental	electronica	alternative	indietronica	american	
Kool & The Gang	funk	soul	Disco	70s	80s	pop	rnb	american	jazz	dance	
10cc	classic rock	rock	70s	pop	british	soft rock	reggae	10cc	art rock	80s	
Jhené Aiko	soul	rnb	pop	female vocalists	r&b	american	hip hop	Neo Soul	perfect	Hip-Hop	
The Vamps	pop	pop rock	the vamps	indie	british	acoustic	boyband	male vocalists	United Kingdom	english	
The Vines	rock	indie	indie rock	alternative	alternative rock	Garage Rock	australian	Grunge	post-grunge	punk	
65daysofstatic	post-rock	instrumental	experimental	math rock	electronic	post rock	british	idm	indie	electronica	
Twin Shadow	electronic	dream pop	new wave	Lo-Fi	electropop	indie	chillwave	american	synthpop	pop	
Gojira	death metal	Progressive metal	progressive death metal	metal	thrash metal	french	groove metal	whalecore	Technical Death Metal	Progressive	
Dinosaur Jr.	alternative	indie rock	Grunge	indie	rock	alternative rock	noise rock	Lo-Fi	post-punk	90s	
Cloud Nothings	Lo-Fi	indie rock	indie	noise pop	post-hardcore	noise rock	american	rock	Cleveland	Garage Rock	
Bonnie Tyler	80s	pop	female vocalists	rock	classic rock	british	bonnie tyler	soft rock	welsh	pop rock	
Steppenwolf	classic rock	rock	hard rock	60s	psychedelic	Psychedelic Rock	blues rock	70s	Steppenwolf	oldies	
Earl Sweatshirt	Hip-Hop	rap	ofwgkta	underground hip-hop	swag	hip hop	free earl	experimental hip-hop	Horrorcore	alternative hip-hop	
Patti Smith	punk	rock	female vocalists	singer-songwriter	alternative	proto-punk	punk rock	classic rock	70s	american	
Us The Duo	accoustic	folks	
Sheryl Crow	female vocalists	rock	pop	singer-songwriter	alternative	country	90s	Sheryl Crow	female	american	
Celldweller	industrial	electronic	industrial rock	industrial metal	rock	alternative	metal	electronic rock	electronica	Nu Metal	
The Allman Brothers Band	Southern Rock	classic rock	blues rock	rock	blues	jam band	70s	Jam	the allman brothers band	guitar	
The Mountain Goats	indie	folk	Lo-Fi	singer-songwriter	indie rock	acoustic	indie folk	Alt-country	alternative	rock	
Milo Greene	indie	folk	indie folk	acoustic	sunshine	american	All	alternative	rock	pop	
Janet Jackson	pop	rnb	female vocalists	dance	soul	janet jackson	80s	90s	r&b	american	
Manowar	heavy metal	Power metal	metal	true metal	epic metal	american	hard rock	manowar	rock	kings of metal	
